Post Date,Bank ID,Account Number,Account Name,Transaction Name - BAI,Status,Debit/Credit,Amount,Bank Reference,Customer Reference,Transaction Detail,BAI Code,Type,Details,CCY,Image,Advice Reference
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-2026,10030042500,5172539,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-137,10010193500,5172531,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-498.18,10340193100,5172525,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-759.58,10130096400,5172519,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-181.71,10170182500,5172514,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-215.02,10220204400,5172506,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-144.99,10020101800,5172503,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-200.89,10030042000,5172499,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-1009.67,10130330300,5172497,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-457.26,10240028200,5172496,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-76.19,10220068600,5172492,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-1117.97,10370235600,5172464,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-483.09,10190111000,5172460,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-109.1,10400078600,5172449,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-385.66,10220046700,5172443,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-980,10060006300,5172435,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-6354.84,10210032900,5172431,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-72,10170166300,5172421,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-1010.82,10190062400,5172409,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-605.38,10130329800,5172405,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-122.08,10170032600,5172373,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-1212.96,10350144200,5172371,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-2158.4,10120007700,5172368,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-244.97,10340208500,5172360,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-55.41,10170025800,5172355,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-7,10050015000,5172352,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-5447,10080033500,5172351,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-250,10220049600,5172349,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-61.54,10230041500,5172348,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-405.63,10340099800,5172341,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-99.66,10310029700,5172337,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-2734,10190079900,5172335,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-181.21,10290079500,5172328,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-601.18,10190110800,5172317,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-167.55,10160038100,5172313,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-598.8,10050015100,5172311,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-17.93,10130324800,5172307,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-309.06,10370101300,5172298,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-193.45,10220069200,5172282,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-222.74,10190030200,5172278,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-362.1,10190197800,5172277,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-33.51,10080001600,5172273,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-7.18,10010010100,5172266,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-692.25,10080002600,5172260,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-32.14,10160010300,5172254,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-70,10310106300,5172247,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-375,10060042400,5172244,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-1399.53,10190067500,5172233,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-93.72,10340090000,5172229,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-210.07,10400068200,5172214,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-719.28,10340395700,5172213,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-14763.52,10060011100,5172200,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-86.74,10370243500,5172183,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-120,10130438400,5172178,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-146.59,10370110900,5172176,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-126.23,10230050500,5172175,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-87.68,10370246200,5172154,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-6835.73,10060007300,5172135,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-1097,10060044500,5172128,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-304.11,10210034800,5172125,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-74.83,10220178600,5172118,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-183.6,10190083200,5172115,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-508.9,10190065700,5172105,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-300,10340094700,5172104,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-563.72,10340100200,5172102,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-302.85,10370245800,5172079,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-803.78,10340099300,5172077,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-8003.03,10340100300,5172075,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-154.71,10220049800,5172072,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-139560.5,10180029000,5172071,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-181.44,10340172200,5172057,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-107.95,10130360500,5172055,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-1458.75,10170100000,5172052,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-276.64,10060016000,5172019,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-189.02,10030043600,5172017,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-806.34,10160018500,5172012,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-149.12,10010194100,5172011,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-129.69,10060013000,5171998,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-258.71,10220087200,5171995,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-397.8,10190068300,5171992,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-1242.59,10030042400,5171979,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-876.15,10370193000,5171967,CHECK,475,CHECKS PAID,,USD,Y,
05/27/2026,122016066,026833523,TPA-Level funded claims 33523,Check Paid,Cleared,Debit,-301.53,10190186600,5171954,CHECK,475,CHECKS PAID,,USD,Y,
